attributions/name,attributions/text,data/id,data/infoUrl,data/name,data/type/id,data/type/name
,,KS124MS6H9G6K7W76M39,https://skills.emsidata.com/skills/KS124MS6H9G6K7W76M39,Health Crisis,ST1,Specialized Skill
,,KS7G5VH75JXQPBXT0Y5P,https://skills.emsidata.com/skills/KS7G5VH75JXQPBXT0Y5P,Health Data Management,ST1,Specialized Skill
,,KS7G3XJ6ZPBBXK3LTG3Q,https://skills.emsidata.com/skills/KS7G3XJ6ZPBBXK3LTG3Q,Health Data Specialists,ST1,Specialized Skill
,,BGSE909F65AE8746B13D,https://skills.emsidata.com/skills/BGSE909F65AE8746B13D,Health Data Standards,ST1,Specialized Skill
,,BGSB6828E2E833620235,https://skills.emsidata.com/skills/BGSB6828E2E833620235,Health Databases,ST1,Specialized Skill
,,KS124MT6C6ZSY7CXM7WS,https://skills.emsidata.com/skills/KS124MT6C6ZSY7CXM7WS,Health Economics,ST1,Specialized Skill
,,ES66049F46FF675A54BD,https://skills.emsidata.com/skills/ES66049F46FF675A54BD,Health Economics And Outcomes Research (HEOR),ST1,Specialized Skill
,,KS124MT6ZDZLF0M8JM6X,https://skills.emsidata.com/skills/KS124MT6ZDZLF0M8JM6X,Health Education,ST1,Specialized Skill
,,KS124MS707JN8LTR9227,https://skills.emsidata.com/skills/KS124MS707JN8LTR9227,Health Equity,ST1,Specialized Skill
,,KS124MV6J69YF85G8HJ5,https://skills.emsidata.com/skills/KS124MV6J69YF85G8HJ5,Health Fairs,ST1,Specialized Skill
,,ESADE3434B583DB025B7,https://skills.emsidata.com/skills/ESADE3434B583DB025B7,Health Humanities,ST1,Specialized Skill
,,KS124MV6RY7FM4DS6XVL,https://skills.emsidata.com/skills/KS124MV6RY7FM4DS6XVL,Health Impact Assessments,ST1,Specialized Skill
,,KS1211J6CBCRD96F9WLF,https://skills.emsidata.com/skills/KS1211J6CBCRD96F9WLF,Health Informatics,ST1,Specialized Skill
,,KS124QQ78PTNJD8BBWG3,https://skills.emsidata.com/skills/KS124QQ78PTNJD8BBWG3,Health Informatics Service Architecture,ST1,Specialized Skill
,,KS124QQ66G2J4D9LX47W,https://skills.emsidata.com/skills/KS124QQ66G2J4D9LX47W,Health Information And Quality Authorities,ST1,Specialized Skill
,,BGS5C650B01C45CC78F6,https://skills.emsidata.com/skills/BGS5C650B01C45CC78F6,Health Information Exchange (HIE),ST1,Specialized Skill
,,KS124MW79T7LBCHJXR12,https://skills.emsidata.com/skills/KS124MW79T7LBCHJXR12,Health Information Management,ST1,Specialized Skill
,,KS124MX6209BXXSHPPXT,https://skills.emsidata.com/skills/KS124MX6209BXXSHPPXT,Health Information Systems (HIS),ST1,Specialized Skill
,,KS124MX6Q2GTBX4380DC,https://skills.emsidata.com/skills/KS124MX6Q2GTBX4380DC,Health Information Systems Programs,ST1,Specialized Skill
,,KS124MY5XKMPZGRG1CZ4,https://skills.emsidata.com/skills/KS124MY5XKMPZGRG1CZ4,Health Information Technology,ST1,Specialized Skill
,,KS124QX6J34QN8FB3HMV,https://skills.emsidata.com/skills/KS124QX6J34QN8FB3HMV,Health Information Technology For Economic And Clinical Health Act,ST1,Specialized Skill
,,KS124QM6G2G824WRK8DZ,https://skills.emsidata.com/skills/KS124QM6G2G824WRK8DZ,Health Insurance Portability And Accountability Act (HIPAA) Compliance,ST1,Specialized Skill
,,KS124MY5Y0GKQ65JHMZ6,https://skills.emsidata.com/skills/KS124MY5Y0GKQ65JHMZ6,Health Intervention,ST1,Specialized Skill
,,KS124MR6CN8DF80WZV72,https://skills.emsidata.com/skills/KS124MR6CN8DF80WZV72,Health Laws,ST1,Specialized Skill
,,ESA580AE0ADC4956232F,https://skills.emsidata.com/skills/ESA580AE0ADC4956232F,Health Literacy,ST1,Specialized Skill
,,KS124MY5Z34XHLHMP0H7,https://skills.emsidata.com/skills/KS124MY5Z34XHLHMP0H7,Health Maintenance,ST1,Specialized Skill
,,BGS5D0ED8435D0794B0F,https://skills.emsidata.com/skills/BGS5D0ED8435D0794B0F,Health Management Information Systems,ST1,Specialized Skill
,,KS124MY6ZZNJKW5FKSW5,https://skills.emsidata.com/skills/KS124MY6ZZNJKW5FKSW5,Health Physics,ST1,Specialized Skill
,,KS124MZ6PG6BWHHR2F51,https://skills.emsidata.com/skills/KS124MZ6PG6BWHHR2F51,Health Policies,ST1,Specialized Skill
,,BGSDC216D5F2CF47A27D,https://skills.emsidata.com/skills/BGSDC216D5F2CF47A27D,Health Policy Analysis,ST1,Specialized Skill
,,ESE6E176864309ACA423,https://skills.emsidata.com/skills/ESE6E176864309ACA423,Health Policy Development,ST1,Specialized Skill
,,ES90706826636787FB75,https://skills.emsidata.com/skills/ES90706826636787FB75,Health Policy Research,ST1,Specialized Skill
,,KS124MZ6YMQ56TF7ZS7X,https://skills.emsidata.com/skills/KS124MZ6YMQ56TF7ZS7X,Health Products,ST1,Specialized Skill
,,KS124MZ6RJRXMLSY638Z,https://skills.emsidata.com/skills/KS124MZ6RJRXMLSY638Z,Health Promotion,ST1,Specialized Skill
,,KS124N1638XJJPPLYGWN,https://skills.emsidata.com/skills/KS124N1638XJJPPLYGWN,Health Promotion Director Certification,ST3,Certification
,,KS124N16KDQ79QWJDCS0,https://skills.emsidata.com/skills/KS124N16KDQ79QWJDCS0,Health Psychology,ST1,Specialized Skill
,,KS7G6VJ6200Z9JD98NR9,https://skills.emsidata.com/skills/KS7G6VJ6200Z9JD98NR9,Health Reimbursement Arrangement,ST1,Specialized Skill
,,KS124N16LZSPTKQM4627,https://skills.emsidata.com/skills/KS124N16LZSPTKQM4627,Health Research,ST1,Specialized Skill
,,KS124N16P8X2KJFZ6DXJ,https://skills.emsidata.com/skills/KS124N16P8X2KJFZ6DXJ,Health Risk Assessments,ST1,Specialized Skill
,,KS124N25XCM21768Z4PJ,https://skills.emsidata.com/skills/KS124N25XCM21768Z4PJ,Health Sciences,ST1,Specialized Skill
,,ES92A402F893456D877B,https://skills.emsidata.com/skills/ES92A402F893456D877B,Health Screenings,ST1,Specialized Skill
,,KS7G78M6J0NZ3XXD2Q31,https://skills.emsidata.com/skills/KS7G78M6J0NZ3XXD2Q31,Health Services Research,ST1,Specialized Skill
,,KS124MS621WFKKQVTNSS,https://skills.emsidata.com/skills/KS124MS621WFKKQVTNSS,Health Systems,ST1,Specialized Skill
,,KS124TP76JQT89H96RNM,https://skills.emsidata.com/skills/KS124TP76JQT89H96RNM,Health Systems And Policy Monitor - HSPM,ST1,Specialized Skill
,,KS7G26C70GH1094C9LHG,https://skills.emsidata.com/skills/KS7G26C70GH1094C9LHG,Health Systems Development And Best Practices,ST1,Specialized Skill
,,KS124N379LGJFBGL6PPQ,https://skills.emsidata.com/skills/KS124N379LGJFBGL6PPQ,Health Technology,ST1,Specialized Skill
,,ES24EF9448948F5A353F,https://skills.emsidata.com/skills/ES24EF9448948F5A353F,HealthCare Information Security And Privacy Practitioner (HCISPP),ST3,Certification
,,KS124N56ZH2N8RWZJ1S7,https://skills.emsidata.com/skills/KS124N56ZH2N8RWZJ1S7,HealthConnect,ST1,Specialized Skill
,,BGSF85BACFFC1F3AF092,https://skills.emsidata.com/skills/BGSF85BACFFC1F3AF092,HealthStream,ST1,Specialized Skill
,,ESECC7EB251C5E1EAEA0,https://skills.emsidata.com/skills/ESECC7EB251C5E1EAEA0,Healthcare Accreditation Certified Professional (HACP),ST3,Certification
,,ES4641DF36ABFE0873BE,https://skills.emsidata.com/skills/ES4641DF36ABFE0873BE,Healthcare Analytics,ST1,Specialized Skill
,,KS124M95ZRFW4ZQDZ0KN,https://skills.emsidata.com/skills/KS124M95ZRFW4ZQDZ0KN,Healthcare Common Procedure Coding Systems,ST1,Specialized Skill
,,KS124M967BN188YT05LZ,https://skills.emsidata.com/skills/KS124M967BN188YT05LZ,Healthcare Customer Service,ST1,Specialized Skill
,,ES1284A511C299D3C4DD,https://skills.emsidata.com/skills/ES1284A511C299D3C4DD,Healthcare Delivery Models,ST1,Specialized Skill
,,ESD15BD7F58C5302E19E,https://skills.emsidata.com/skills/ESD15BD7F58C5302E19E,Healthcare Delivery Process,ST1,Specialized Skill
,,ESEB34E1CB40E8E03E53,https://skills.emsidata.com/skills/ESEB34E1CB40E8E03E53,Healthcare Delivery Science,ST1,Specialized Skill
,,BGSA0E8A82CDF1DF4935,https://skills.emsidata.com/skills/BGSA0E8A82CDF1DF4935,Healthcare Facilities Planning,ST1,Specialized Skill
,,ESCC2703BA1B8014D2AA,https://skills.emsidata.com/skills/ESCC2703BA1B8014D2AA,Healthcare Financial Management Association (HFMA) Certification,ST3,Certification
,,ES43869431F72FA3328B,https://skills.emsidata.com/skills/ES43869431F72FA3328B,Healthcare Industry Knowledge,ST1,Specialized Skill
,,KS7G83G6Z8D7KK4YD07H,https://skills.emsidata.com/skills/KS7G83G6Z8D7KK4YD07H,Healthcare Life Science,ST1,Specialized Skill
,,BGSDDE69281930AD4511,https://skills.emsidata.com/skills/BGSDDE69281930AD4511,Healthcare Marketing,ST1,Specialized Skill
,,KS124T562DW465NQK54V,https://skills.emsidata.com/skills/KS124T562DW465NQK54V,Healthcare Professionals For Assisted Dying,ST3,Certification
,,ES17C067996128D7572C,https://skills.emsidata.com/skills/ES17C067996128D7572C,Healthcare Quality,ST1,Specialized Skill
,,ES2C591847C5A3CC4494,https://skills.emsidata.com/skills/ES2C591847C5A3CC4494,Healthcare Reforms,ST1,Specialized Skill
,,KS124N56JNZM3MCSTFQ9,https://skills.emsidata.com/skills/KS124N56JNZM3MCSTFQ9,Healthcare Services,ST1,Specialized Skill
,,BGSB385D6B3E41B5B695,https://skills.emsidata.com/skills/BGSB385D6B3E41B5B695,Healthcare Software Implementation,ST1,Specialized Skill
,,ESF6E87222D69F4F7D80,https://skills.emsidata.com/skills/ESF6E87222D69F4F7D80,Healthcare Sterile Processing Association (HSPA),ST3,Certification
,,ESD7404E71A6BA62D82D,https://skills.emsidata.com/skills/ESD7404E71A6BA62D82D,Healthcare Strategy,ST1,Specialized Skill
,,KSNN5EL7G0MABA6CTIJJ,https://skills.emsidata.com/skills/KSNN5EL7G0MABA6CTIJJ,Heap Dump,ST1,Specialized Skill
,,KS124N572RN50WK43DT8,https://skills.emsidata.com/skills/KS124N572RN50WK43DT8,Heap Leaching,ST1,Specialized Skill
,,KS80CQ74BBKLDCLBTPPL,https://skills.emsidata.com/skills/KS80CQ74BBKLDCLBTPPL,Heap Size,ST1,Specialized Skill
,,KSK4770XRX9DXLIPKU3V,https://skills.emsidata.com/skills/KSK4770XRX9DXLIPKU3V,Heapster,ST1,Specialized Skill
,,KS124N579V4XHC5TV06F,https://skills.emsidata.com/skills/KS124N579V4XHC5TV06F,Hearing Aid,ST1,Specialized Skill
,,KS7G3C46VGVMLBDFNMBT,https://skills.emsidata.com/skills/KS7G3C46VGVMLBDFNMBT,Hearing Aid Compatibility,ST1,Specialized Skill
,,ES6322A630989A210E43,https://skills.emsidata.com/skills/ES6322A630989A210E43,Hearing Aid Dispenser,ST3,Certification
,,ESF42BE4163EC3415C76,https://skills.emsidata.com/skills/ESF42BE4163EC3415C76,Hearing Aid Software,ST1,Specialized Skill
,,KS124N65Z51H3DYCGB8B,https://skills.emsidata.com/skills/KS124N65Z51H3DYCGB8B,Hearing Conservation Programs,ST1,Specialized Skill
,,KS122S36WR2XBKLZQGK9,https://skills.emsidata.com/skills/KS122S36WR2XBKLZQGK9,Hearing Disorders,ST1,Specialized Skill
,,KS124N671F465DYN6CGH,https://skills.emsidata.com/skills/KS124N671F465DYN6CGH,Hearing Instrument Specialist,ST3,Certification
,,KS124N76PTZ9TBGN2NP1,https://skills.emsidata.com/skills/KS124N76PTZ9TBGN2NP1,Hearing Testing,ST1,Specialized Skill
,,KS124N96FD0WPSJ4RD56,https://skills.emsidata.com/skills/KS124N96FD0WPSJ4RD56,Heart Rate,ST1,Specialized Skill
,,KS124N770SQF3YRBS40F,https://skills.emsidata.com/skills/KS124N770SQF3YRBS40F,Heart Rate Variability,ST1,Specialized Skill
,,KS124N867755V2QPKNXX,https://skills.emsidata.com/skills/KS124N867755V2QPKNXX,Heart Sounds,ST1,Specialized Skill
,,KS121DF635607K6FWYFL,https://skills.emsidata.com/skills/KS121DF635607K6FWYFL,Heart Transplantation,ST1,Specialized Skill
,,BGSE1B04215AF30384CC,https://skills.emsidata.com/skills/BGSE1B04215AF30384CC,Heart-Lung Machine,ST1,Specialized Skill
,,BGS43EAA40D556F07193,https://skills.emsidata.com/skills/BGS43EAA40D556F07193,Heartbleed Bug,ST1,Specialized Skill
,,KS124N96S8L0VRHDK5NX,https://skills.emsidata.com/skills/KS124N96S8L0VRHDK5NX,Heartsaver CPR AED,ST3,Certification
,,KS124NB6PSP21L065907,https://skills.emsidata.com/skills/KS124NB6PSP21L065907,Heartsaver First Aid,ST3,Certification
,,KS124NC6S9GSPR72H3MZ,https://skills.emsidata.com/skills/KS124NC6S9GSPR72H3MZ,Heartsaver Pediatric First Aid,ST3,Certification
,,BGS722AF9EB8F9736005,https://skills.emsidata.com/skills/BGS722AF9EB8F9736005,Heartworm,ST1,Specialized Skill
,,KS124NC74PXYTW89KVW3,https://skills.emsidata.com/skills/KS124NC74PXYTW89KVW3,Heat Bending,ST1,Specialized Skill
,,KS124ND6LVLW1BT66YGP,https://skills.emsidata.com/skills/KS124ND6LVLW1BT66YGP,Heat Deflection Temperature,ST1,Specialized Skill
,,KS124ND70W5WXHNBCPCX,https://skills.emsidata.com/skills/KS124ND70W5WXHNBCPCX,Heat Exchanger,ST1,Specialized Skill
,,KS124NP6S0LL067BG3JX,https://skills.emsidata.com/skills/KS124NP6S0LL067BG3JX,Heat Fusion,ST1,Specialized Skill
,,KS124NG64SNZ7FXBY00D,https://skills.emsidata.com/skills/KS124NG64SNZ7FXBY00D,Heat Guns,ST1,Specialized Skill
,,KS124NG6JRY5HH74ZSK5,https://skills.emsidata.com/skills/KS124NG6JRY5HH74ZSK5,Heat Illness,ST1,Specialized Skill
,,KS3XTLJK2M09R32Z812Q,https://skills.emsidata.com/skills/KS3XTLJK2M09R32Z812Q,Heat Maps,ST1,Specialized Skill
,,KS124NH6JNQJDZWDKQ5J,https://skills.emsidata.com/skills/KS124NH6JNQJDZWDKQ5J,Heat Pipe,ST1,Specialized Skill
,,KS124NJ64G4WC9RTXK25,https://skills.emsidata.com/skills/KS124NJ64G4WC9RTXK25,Heat Press,ST1,Specialized Skill
,,KS128GR74ZCLFXRVS95F,https://skills.emsidata.com/skills/KS128GR74ZCLFXRVS95F,Heat Pump And Refrigeration Cycle,ST1,Specialized Skill
,,KS124NJ6H4ND50SR6W36,https://skills.emsidata.com/skills/KS124NJ6H4ND50SR6W36,Heat Pump Specialist,ST3,Certification
,,KS124TJ6K5LS9YK4F4XS,https://skills.emsidata.com/skills/KS124TJ6K5LS9YK4F4XS,Heat Recovery Steam Generators,ST1,Specialized Skill
,,KS120C76Z21N80L0X714,https://skills.emsidata.com/skills/KS120C76Z21N80L0X714,Heat Recovery Ventilation,ST1,Specialized Skill
,,KS124NK5XQPLS6RFKCMD,https://skills.emsidata.com/skills/KS124NK5XQPLS6RFKCMD,Heat Sealing,ST1,Specialized Skill
,,KS124NL6L2XXKK01YCZ4,https://skills.emsidata.com/skills/KS124NL6L2XXKK01YCZ4,Heat Shielding,ST1,Specialized Skill
,,KS124NM65D3H8L4VR42T,https://skills.emsidata.com/skills/KS124NM65D3H8L4VR42T,Heat Sink,ST1,Specialized Skill
,,KS124NM6Z8KVS85MWQJW,https://skills.emsidata.com/skills/KS124NM6Z8KVS85MWQJW,Heat Stroke,ST1,Specialized Skill
,,KS124NN6BG7H2GLD7PN3,https://skills.emsidata.com/skills/KS124NN6BG7H2GLD7PN3,Heat Therapy,ST1,Specialized Skill
,,KS124NC6WLH77728R3RB,https://skills.emsidata.com/skills/KS124NC6WLH77728R3RB,Heat Transfer,ST1,Specialized Skill
,,KS124NP5VNTF0SDMYTL4,https://skills.emsidata.com/skills/KS124NP5VNTF0SDMYTL4,Heat Treating,ST1,Specialized Skill
,,BGS223465A26D3D269E1,https://skills.emsidata.com/skills/BGS223465A26D3D269E1,Heat-Lamp Stimulation,ST1,Specialized Skill
,,KS124NM5Z8892DMTK823,https://skills.emsidata.com/skills/KS124NM5Z8892DMTK823,Heat-Shrink Tubing,ST1,Specialized Skill
,,KS124NP6XMPG07SK60V0,https://skills.emsidata.com/skills/KS124NP6XMPG07SK60V0,Heater Core,ST1,Specialized Skill
,,KS124R25VPXFPQHFB2G4,https://skills.emsidata.com/skills/KS124R25VPXFPQHFB2G4,Heath-Jarrow-Morton (HJM) Framework,ST1,Specialized Skill
,,KS1277J79CP89RQWCYWV,https://skills.emsidata.com/skills/KS1277J79CP89RQWCYWV,Heating Oil,ST1,Specialized Skill
,,KS124NQ73BV9TBQ6PDYC,https://skills.emsidata.com/skills/KS124NQ73BV9TBQ6PDYC,Heating Specialist,ST3,Certification
,,KS124NQ77MVGNWH9VPJP,https://skills.emsidata.com/skills/KS124NQ77MVGNWH9VPJP,Heating Systems,ST1,Specialized Skill
,,KS124NR61PXNGZBX79WT,https://skills.emsidata.com/skills/KS124NR61PXNGZBX79WT,Heavy Crude Oil,ST1,Specialized Skill
,,KS1229T6LN87KTDQX2B6,https://skills.emsidata.com/skills/KS1229T6LN87KTDQX2B6,Heavy Equipment,ST1,Specialized Skill
,,KS7G3ZZ6B2JSDWJ8W139,https://skills.emsidata.com/skills/KS7G3ZZ6B2JSDWJ8W139,Heavy Equipment Transporter System,ST1,Specialized Skill
,,BGSE4490E3AB9D2EABFC,https://skills.emsidata.com/skills/BGSE4490E3AB9D2EABFC,Heavy Hauling,ST1,Specialized Skill
,,KS124NR6NLXHZZBVC4H2,https://skills.emsidata.com/skills/KS124NR6NLXHZZBVC4H2,Heavy Lift,ST1,Specialized Skill
,,KS124NS61LYVTGS81CQP,https://skills.emsidata.com/skills/KS124NS61LYVTGS81CQP,Heavy Machine Gun,ST1,Specialized Skill
,,KS120XG6RWBS98B78F9Y,https://skills.emsidata.com/skills/KS120XG6RWBS98B78F9Y,Hebrew Language,ST2,Common Skill
,,KS124NW6M5VPZBNHP53C,https://skills.emsidata.com/skills/KS124NW6M5VPZBNHP53C,Hedge Accounting,ST1,Specialized Skill
,,KS124NX6W94V4RPFYW53,https://skills.emsidata.com/skills/KS124NX6W94V4RPFYW53,Hedge Funds,ST1,Specialized Skill
,,KS7G3QP6L4HFCZFL69FS,https://skills.emsidata.com/skills/KS7G3QP6L4HFCZFL69FS,Hedging,ST1,Specialized Skill
,,BGSEAF6E0E78844C6F59,https://skills.emsidata.com/skills/BGSEAF6E0E78844C6F59,Hedging Strategy,ST1,Specialized Skill
,,KS7G1XV6T9X6TKMWXB9D,https://skills.emsidata.com/skills/KS7G1XV6T9X6TKMWXB9D,Heidelberg Retina Tomograph,ST1,Specialized Skill
,,ESB29A85FC7DE9A42576,https://skills.emsidata.com/skills/ESB29A85FC7DE9A42576,Height Gauges,ST1,Specialized Skill
,,BGS94BD62405E3A56DDB,https://skills.emsidata.com/skills/BGS94BD62405E3A56DDB,Heimlich Maneuver,ST1,Specialized Skill
,,KS124NZ5YNWQC1N1HZD1,https://skills.emsidata.com/skills/KS124NZ5YNWQC1N1HZD1,HeinOnline,ST1,Specialized Skill
,,KS124NZ6PC56RZF39FM4,https://skills.emsidata.com/skills/KS124NZ6PC56RZF39FM4,Helical Gears,ST1,Specialized Skill
,,KS124KJ65T7321HL1MQZ,https://skills.emsidata.com/skills/KS124KJ65T7321HL1MQZ,Helicobacter Pylori,ST1,Specialized Skill
,,KS124NZ71D1WMH0P26YB,https://skills.emsidata.com/skills/KS124NZ71D1WMH0P26YB,Helicon Focus,ST1,Specialized Skill
,,KS124P060CJMD8VMZWWL,https://skills.emsidata.com/skills/KS124P060CJMD8VMZWWL,Helicopter Dynamics,ST1,Specialized Skill
